quoteTimeInLong_dt,retrievalTime
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:15,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:15,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:15,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:15,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:15,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:15,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:15,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:15,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:15,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:15,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:15,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:15,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:15,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:15,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:15,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:15,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:15,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:15,2025-01-28 09:20:46
2025-01-28 09:00:15,2025-01-28 09:20:46
2025-01-28 09:00:15,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:06,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:15,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:02,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:05,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:13,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:08,2025-01-28 09:20:46
2025-01-28 09:00:14,2025-01-28 09:20:46
2025-01-28 09:00:09,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:12,2025-01-28 09:20:46
2025-01-28 09:00:01,2025-01-28 09:20:46
2025-01-28 09:00:03,2025-01-28 09:20:46
2025-01-28 09:00:11,2025-01-28 09:20:46
2025-01-28 09:00:00,2025-01-28 09:20:46
2025-01-28 09:00:10,2025-01-28 09:20:46
2025-01-28 09:00:04,2025-01-28 09:20:46
2025-01-28 09:00:07,2025-01-28 09:20:46
